group_id,id,name,year_of_study,experience_level,hackathons_done,preferred_role,objective,friend_registration,preferred_team_size,Saturday afternoon,Sunday afternoon,Saturday night,Sunday morning,Saturday morning,C++,IoT,IoT,React Native,Data Analysis,UI/UX,Git,Design,Design,Go,Android Development,iOS Development,JavaScript,Blockchain,Blockchain,Java,Python,postgresql,MongoDB,Docker,PostgreSQL,TypeScript,Natural Language Processing,SQL,Agile,React,typescript,PyTorch,Data Visualization,DevOps,DevOps,AWS/Azure/GCP,Figma,HTML/CSS,design,Computer Vision,Machine Learning,Flutter,TensorFlow,Data,Rust,Flask,Catalan,English,French,German,Italian,Portuguese,Spanish,AR/VR,Blockchain,Blockchain,Communication,Cybersecurity,Databases,Design,Design,DevOps,DevOps,E-commerce/Retail,Education,Enterprise,Fintech,Gaming,Health,IoT,IoT,Life Hacks,Machine Learning/AI,Mobile,Music/Art,Productivity,Quantum,Robotic Process Automation,Social Good,Voice skills,Web,group_common_features
71,f553d70f-4564-48b0-9638-91e8e5549a9f,Alessia Vicens,3,2,4,4,1,[],4,1,1,1,1,1,0,0,0,5,0,0,0,0,0,0,3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,4,2,0,6,0,0,0,0,4,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
72,ee3a2e42-7925-4ea5-8a5d-843bed5a43c2,Aurora Morales,2,1,2,5,1,[],4,1,1,1,1,1,0,0,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,English; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
72,5dc34fef-46de-405c-8c8c-c227d87576ca,Aurora Reyes,4,2,2,3,1,[],4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,6,0,0,0,0,0,2,0,0,0,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,English; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
72,aaf8c601-b860-4b1a-935d-3124f680fb36,Alessia Caterina García,2,2,1,5,1,[],4,0,1,1,1,0,0,0,1,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,English; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
72,6fe2ae8f-a5be-4f90-94fc-d7a36e4f144e,Giulia Margherita Fèixids,4,3,4,4,1,[],4,1,1,1,1,1,0,6,0,5,0,6,7,0,0,0,0,7,0,3,0,0,0,0,0,0,3,8,0,0,9,4,0,0,7,0,0,0,0,6,0,0,0,9,0,0,0,0,1,1,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,0,English; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
73,233b605f-b99e-41e4-af30-ab9e96d9ccd3,Luna Silva Monteiro,3,2,3,5,1,[],4,1,1,1,1,1,0,0,0,7,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
73,88405a3f-2454-4593-a5f8-9099215602dc,Maria Elise Gastón,1,1,0,5,1,[],4,1,1,1,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
73,c78c457a-fa21-40ff-8214-6b46247f64f1,Alejandra Rose.,3,3,6,1,1,[],4,1,1,0,1,1,0,5,0,7,0,0,9,0,0,5,6,0,0,3,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,1,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
73,e5278b16-0270-4b3e-bb32-8a6299875518,Aurélia Elena English,3,3,9,4,1,[],4,1,1,1,1,1,0,5,0,0,0,7,3,0,1,5,4,0,0,3,1,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,8,4,0,0,0,8,0,0,0,0,0,1,1,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,English; Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
74,d7699727-7c41-4293-928c-0aff740b038a,Alexandra Ruby Winston,2,2,1,2,1,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
74,8ce3c710-90a1-4f9b-a7f7-632ce0be0289,Katarina Rennet,2,2,2,2,1,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,4,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
74,46de10ed-1d24-4ca2-8dfb-9f11cadb0c94,Anna Isabelle Klein,2,2,5,1,1,[],3,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
75,ace8ad86-e8ff-49be-91a2-62b6b0dce5ca,Pol,3,3,2,4,2,[],4,1,1,1,1,1,6,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,English; Spanish; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; E-commerce/Retail; Machine Learning/AI; DevOps
75,bbba2b20-0c61-4a25-96f8-eccf1facd63e,Emily Sanchez,3,2,2,1,2,[],3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,2,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,English; Spanish; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; E-commerce/Retail; Machine Learning/AI; DevOps
75,e062a530-8bee-4512-9c84-d89322ac34b2,Ana Isabel Hernandez,3,2,1,2,2,[],4,1,1,1,1,1,0,0,0,0,7,0,0,0,1,0,0,0,0,4,1,0,4,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,English; Spanish; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; E-commerce/Retail; Machine Learning/AI; DevOps
76,b69e5208-8599-43a5-a28e-c9b5d089ad04,Evelyn Harper,3,3,4,1,1,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,8,4,0,0,0,0,0,0,4,5,5,5,0,0,0,0,0,9,0,0,0,5,0,0,0,0,3,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; experience_level; preferred_role; year_of_study; DevOps
76,49f0bdae-26a4-4d5c-bbdf-f7de7bb7b86d,Ava Moreno,2,1,0,5,1,[],4,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,2,0,2,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; experience_level; preferred_role; year_of_study; DevOps
76,c987a232-e738-47c0-8e54-f6bfd9f2a16b,Sofia Miralbell,2,2,4,3,1,[],4,1,1,1,1,1,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,6,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; experience_level; preferred_role; year_of_study; DevOps
76,a272eacd-80f4-4110-94a4-1a261e32a766,Luciana Maria Flynn,4,3,9,4,1,[],4,1,1,1,1,1,0,6,1,0,0,0,0,0,0,8,0,0,3,0,1,0,0,0,5,0,0,0,4,0,9,7,0,0,4,0,1,9,9,3,0,0,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,6,1,0,0,0,0,0,0,0,0,0,1,English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; experience_level; preferred_role; year_of_study; DevOps
77,def1b712-4d4c-4042-ac74-d53d7438bba5,Laia Ferrer,4,2,3,3,2,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
77,2811f7b6-1730-4db2-9561-f0beeeb18620,Sofia Rodriguez,4,3,4,3,2,[],4,1,1,1,1,1,0,6,0,0,0,5,8,0,0,0,7,8,8,0,1,0,0,0,5,0,9,6,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,1,0,0,Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
77,806d57fb-d3d8-4c86-b66f-0bbc9d001941,Ava Lee Montgomery,3,3,9,3,2,[],4,1,1,0,1,1,7,9,1,3,0,0,0,0,0,8,0,0,0,9,1,0,0,0,5,8,3,7,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,0,0,0,3,7,0,1,0,0,0,0,0,0,9,1,0,1,1,0,0,0,0,0,0,0,1,0,0,9,1,1,1,0,0,0,1,0,0,1,0,Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
77,e62018de-de01-45a0-9b85-ea488d6dfa14,Sofía Elizabeth Parker,3,2,3,5,2,[],4,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,6,0,5,0,0,0,0,6,0,0,6,7,0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
78,f4bed344-dd3c-49e1-85f7-9d41121c94d8,Ariadna Llorente-Épinel,2,2,1,2,2,[],4,1,1,1,0,1,5,0,0,6,0,0,0,0,1,2,0,0,3,6,1,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,1,1,1,0,0,0,1,0,6,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Cybersecurity; DevOps
78,06fdb5ce-f35d-4afd-8622-9f05560b639e,Pilar Riera i Bosch,3,3,6,4,2,[],3,1,1,1,1,1,0,9,1,0,0,0,0,0,0,0,5,0,4,6,0,4,3,0,9,7,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,3,0,0,0,1,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,1,0,0,0,1,0,0,9,1,1,0,0,1,0,0,0,0,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Cybersecurity; DevOps
78,af546243-e6ed-4fbf-9079-75d7c00865b0,Isabella Sophia Moreau,2,2,4,1,2,[],3,1,1,1,1,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,1,0,0,0,1,0,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Cybersecurity; DevOps
79,c92e7134-0f4e-4d05-8382-974e293cb902,Aura Victòria Estévez,3,2,5,4,2,[],4,1,0,1,1,1,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,7,0,1,1,0,0,0,1,1,0,0,0,English; Saturday night; Sunday morning; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
79,d7f87b36-c2fa-47a9-a857-fd9bb6f370dd,Avery Wellesley,2,2,1,1,2,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,English; Saturday night; Sunday morning; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
79,7e61f433-c44a-4a8a-b3b7-fa58d2600b7c,Sofía Rachel Garcia,3,2,2,4,2,[],4,1,1,1,1,0,0,0,0,5,0,0,0,0,1,0,7,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,English; Saturday night; Sunday morning; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
79,eee53c6d-6afb-4cea-9ff5-a47eeba35462,Sophie Casals-Fourcade,3,2,3,3,2,[],4,0,1,1,1,0,0,5,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,1,0,0,0,0,0,English; Saturday night; Sunday morning; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
80,5927a81a-d403-47fd-8b07-c51e65380658,Sofia Riviere Lluís,2,2,4,1,1,[],3,1,1,1,1,1,3,0,0,5,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,7,0,1,1,1,0,1,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,Catalan; English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
80,394a0199-0640-4ccb-b7a5-6d7f496d4a25,Aurèlia Margarita Hartmann,2,1,0,1,1,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,3,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,Catalan; English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
80,482c5860-2fc8-4983-94ae-941864101a12,Aurora Vidal,2,2,4,1,1,[],4,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,4,0,0,6,1,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,0,6,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,Catalan; English; Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; experience_level; preferred_role; year_of_study; DevOps
81,db0ccf35-c42e-489d-b0dd-e504e5866518,Sofía Evelyn Foster,1,1,1,3,1,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Communication; DevOps
81,2fd98f13-6f28-4aac-8f12-7c9cd435a0b1,Alexandra Esperanza,3,2,2,2,1,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,3,7,5,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Communication; DevOps
81,a56ccb14-be36-42fc-8d2a-1691af622a57,Andrés Eduardo Torres Morales,4,3,5,2,1,[],4,1,1,1,1,1,0,5,0,0,8,4,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,5,5,0,0,0,0,8,5,0,0,0,0,0,0,0,0,8,4,0,0,6,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Communication; DevOps
81,b4b5ccd6-7726-46a7-9ef1-64ddf9e811b3,Alexis Rachel Moreno,4,2,2,5,1,[],4,1,1,1,1,1,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,2,0,0,0,6,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Communication; DevOps
82,f9bb73f0-61f6-435b-a77a-54dd368d7021,Laurenç Fournier Soler,2,2,5,2,1,[],3,1,1,1,0,1,0,0,0,5,0,3,0,0,0,4,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,6,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Health; DevOps
82,6183b526-45b6-4aac-b3ef-b465e4ecd2e8,Sophie Jacqueline Dubois,4,3,4,3,1,[],4,1,1,1,1,1,0,9,0,0,3,0,0,0,0,0,9,0,6,4,0,3,0,0,0,0,0,0,0,0,0,5,0,0,8,0,1,0,0,0,0,0,0,7,9,0,0,4,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,0,1,1,1,1,9,0,0,0,0,0,0,0,0,0,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Health; DevOps
82,9788f551-a516-4c3a-8624-a9fbe56b8f37,Sofía García López,2,2,4,1,1,[],4,1,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,6,0,0,3,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; Health; DevOps
83,ded910dd-aef5-4963-bcdb-c311d15d3543,Maria Claudia Kaiser,3,2,3,1,1,[],4,1,1,0,1,1,7,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
83,2d61e375-3ba5-485b-8d3e-a8bc62ccc20d,Maya Lauren Winters,2,2,3,3,1,[],4,1,1,1,1,1,3,0,1,0,0,0,0,0,1,0,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
83,7f04bd4e-e533-4775-abed-178d62cf000a,Marion Llobell,2,2,5,1,1,[],4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,6,0,3,0,7,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
83,9434b5fd-babd-455c-abde-ec764b05e47a,Antónia Gaspard,3,2,1,3,1,[],4,1,1,1,1,1,6,7,0,0,0,0,0,0,1,0,6,7,0,5,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,5,1,0,0,0,0,1,0,0,1,0,0,0,1,1,7,0,0,0,1,1,0,0,0,0,0,0,Saturday morning; Saturday afternoon; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
84,cfcd3ff6-e391-48d6-b136-e1298e71a7cb,Sofia Braun,3,2,1,3,1,[],4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6,2,6,0,0,0,0,6,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
84,94816d46-f069-4b38-bd5f-4c4379f93f27,Heidi von Müller,3,2,4,2,1,[],4,1,1,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,5,0,0,5,0,0,1,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
84,af093636-1479-40ce-8ef2-c33aa8abf0cc,Sofia Lucia Grant,4,2,5,4,1,[],4,1,1,1,1,1,0,0,0,0,0,6,6,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
84,c1d19c31-746e-4a4c-827f-c91c578cd0f0,Sofía del Carmen González,2,1,1,5,1,[],4,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Saturday morning; Saturday afternoon; Saturday night; Sunday morning; Sunday afternoon; hackathons_done; experience_level; preferred_role; year_of_study; DevOps
